country,year,iso_code,population,gdp,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,low_carbon_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity
Spain,2010,ESP,46572776.0,1498930000000.0,4.01,25.33,138.39,94.85,42.3,159.76,61.99,18.21,4.01,0.0,97.77,7.19,44.27
Spain,2011,ESP,46729232.0,1495440000000.0,4.61,43.98,146.12,85.51,30.6,145.25,57.72,16.63,4.61,0.0,87.53,9.4,42.92
Spain,2012,ESP,46756084.0,1453750000000.0,4.98,55.07,145.33,73.31,20.55,148.44,61.47,16.95,4.98,0.0,86.97,11.97,49.47
Spain,2013,ESP,46603460.0,1429210000000.0,5.8,39.94,113.32,57.54,36.87,168.14,56.73,15.84,5.8,0.0,111.41,13.1,55.64
Spain,2014,ESP,46464548.0,1450310000000.0,5.41,43.81,107.37,47.27,39.17,167.57,57.31,16.29,5.41,0.0,110.26,13.67,52.01
Spain,2015,ESP,46431344.0,1497530000000.0,5.76,51.37,123.19,52.5,28.14,154.28,57.2,19.32,5.76,0.0,97.08,13.86,49.32
Spain,2016,ESP,46473320.0,1417040000000.0,5.69,36.43,107.93,52.83,36.4,163.26,58.63,18.67,5.69,0.0,104.63,13.64,48.9
Spain,2017,ESP,46584168.0,1458020000000.0,6.08,45.13,126.93,64.04,18.32,145.97,58.04,17.76,6.08,0.0,87.93,14.4,49.13
Spain,2018,ESP,46792044.0,1492300000000.0,5.91,37.34,112.23,58.0,34.33,159.64,55.77,16.89,5.91,0.0,103.87,12.74,50.89
Spain,2019,ESP,47131372.0,,5.57,12.86,111.55,83.71,24.65,159.34,58.35,14.98,5.59,0.02,100.99,15.1,55.65
Spain,2020,ESP,47363808.0,,6.14,5.52,87.64,69.74,30.51,172.09,58.3,12.38,6.17,0.03,113.79,20.67,56.44
Spain,2021,ESP,47486932.0,,6.94,4.86,88.5,71.5,29.63,182.31,56.56,12.14,6.96,0.02,125.75,27.1,62.06
Spain,2022,ESP,47558632.0,,6.82,7.62,106.29,87.14,18.79,178.87,58.53,11.53,6.82,0.0,120.34,32.83,61.9
Sweden,1990,SWE,8548407.0,240234000000.0,1.94,1.08,3.35,0.42,72.5,142.63,68.18,1.85,1.94,0.0,74.45,0.0,0.01
Sweden,1991,SWE,8594170.0,237965000000.0,1.86,1.96,5.1,0.58,63.24,141.87,76.76,2.56,1.86,0.0,65.11,0.0,0.01
Sweden,1992,SWE,8640277.0,235763000000.0,2.01,1.8,6.02,0.79,74.33,139.91,63.54,3.43,2.01,0.0,76.37,0.0,0.03
Sweden,1993,SWE,8683403.0,231559000000.0,2.17,2.08,6.99,0.91,74.65,138.27,61.4,4.0,2.17,0.0,76.87,0.0,0.05
Sweden,1994,SWE,8723467.0,241527000000.0,2.23,2.61,8.14,0.86,59.1,134.56,73.16,4.67,2.23,0.0,61.4,0.0,0.07
Sweden,1995,SWE,8758496.0,251744000000.0,2.35,2.27,7.8,0.85,68.1,140.48,69.93,4.68,2.35,0.0,70.55,0.0,0.1
Sweden,1996,SWE,8785493.0,256501000000.0,2.12,3.69,12.34,0.68,51.74,128.27,74.27,7.97,2.12,0.0,54.0,0.0,0.14
Sweden,1997,SWE,8807868.0,264172000000.0,2.77,2.01,7.25,0.66,69.06,141.96,69.93,4.58,2.77,0.0,72.03,0.0,0.2
Sweden,1998,SWE,8828629.0,276042000000.0,2.78,2.04,7.11,0.53,75.0,151.68,73.58,4.54,2.78,0.0,78.1,0.0,0.32
Sweden,1999,SWE,8848881.0,289704000000.0,2.7,2.24,6.9,0.45,71.69,147.94,73.19,4.21,2.7,0.0,74.75,0.0,0.36
Sweden,2000,SWE,8871042.0,303455000000.0,4.1,1.64,4.77,0.48,78.58,140.46,57.32,2.65,4.1,0.0,83.14,0.0,0.46
Sweden,2001,SWE,8896748.0,308399000000.0,3.78,1.88,6.17,0.4,79.06,155.43,72.11,3.89,3.78,0.0,83.32,0.0,0.48
Sweden,2002,SWE,8926011.0,317465000000.0,4.18,2.37,7.44,0.56,66.36,139.26,68.11,4.51,4.18,0.0,71.15,0.0,0.61
Sweden,2003,SWE,8961506.0,326406000000.0,4.51,2.85,9.24,0.73,53.54,126.15,67.42,5.66,4.51,0.0,58.73,0.0,0.68
Sweden,2004,SWE,9004263.0,341905000000.0,7.2,1.01,6.02,0.78,60.12,145.67,77.49,4.23,7.2,0.0,68.18,0.0,0.86
Sweden,2005,SWE,9051739.0,354499000000.0,7.49,0.65,4.76,0.6,72.8,153.6,72.38,3.51,7.49,0.0,81.22,0.0,0.93
Sweden,2006,SWE,9104724.0,372238000000.0,8.36,0.88,5.24,0.6,61.72,138.04,66.98,3.76,8.36,0.0,71.06,0.0,0.98
Sweden,2007,SWE,9164274.0,387885000000.0,9.84,0.65,4.42,0.83,66.16,144.4,66.97,2.94,9.84,0.0,77.43,0.0,1.43
Sweden,2008,SWE,9229282.0,388984000000.0,10.34,0.51,4.6,0.62,69.07,145.3,63.89,3.47,10.34,0.0,81.41,0.0,2.0
Sweden,2009,SWE,9301413.0,373029000000.0,11.46,0.51,4.62,1.56,65.85,131.98,52.17,2.55,11.46,0.0,79.81,0.01,2.49
Sweden,2010,SWE,9381722.0,399842000000.0,12.19,1.02,8.53,2.91,66.4,139.92,57.83,4.6,12.19,0.0,82.09,0.01,3.49
Sweden,2011,SWE,9467384.0,397621000000.0,11.54,0.66,5.72,1.58,66.43,144.56,60.47,3.48,11.54,0.0,84.09,0.01,6.11
Sweden,2012,SWE,9555984.0,396490000000.0,12.19,0.48,4.09,0.92,78.93,162.35,64.04,2.69,12.19,0.0,98.31,0.02,7.17
Sweden,2013,SWE,9648935.0,401409000000.0,11.45,0.65,3.88,0.85,61.36,149.15,66.46,2.38,11.45,0.0,82.69,0.04,9.84
Sweden,2014,SWE,9747507.0,411860000000.0,10.7,0.37,2.93,0.42,63.76,150.63,64.88,2.14,10.7,0.0,85.75,0.05,11.24
Sweden,2015,SWE,9849344.0,428683000000.0,10.77,0.39,3.15,0.45,75.31,158.85,56.35,2.31,10.77,0.0,102.5,0.1,16.32
Sweden,2016,SWE,9953322.0,443164000000.0,11.49,0.26,3.66,0.68,62.02,152.23,63.1,2.72,11.49,0.0,89.13,0.14,15.48
Sweden,2017,SWE,10058191.0,454544000000.0,12.08,0.32,3.47,0.33,65.14,160.76,65.7,2.82,12.08,0.0,95.06,0.23,17.61
Sweden,2018,SWE,10162300.0,463407000000.0,11.91,0.34,3.66,0.38,62.21,159.7,68.55,2.94,11.91,0.0,91.15,0.41,16.62
Sweden,2019,SWE,10267922.0,,13.04,0.21,3.35,0.29,65.37,165.07,66.13,2.85,13.04,0.0,98.94,0.68,19.85
Sweden,2020,SWE,10368968.0,,11.18,0.0,2.44,0.1,72.39,161.34,49.2,2.34,11.18,0.0,112.14,1.05,27.52
Sweden,2021,SWE,10467095.0,,13.08,0.01,3.06,0.29,73.89,168.72,52.97,2.76,13.08,0.0,115.75,1.53,27.25
Sweden,2022,SWE,10549349.0,,12.71,0.01,3.05,0.28,69.38,169.16,51.4,2.76,12.71,0.0,117.76,2.34,33.33
